Set,No.,Name,Stage,Type,Rarity,Sale Status
ASR,042,Dewott,Pkmn › Stage 1,{W},Uncommon,$0.07
ASR,043,Hisuian Basculin,Pkmn › Basic,{W},Common,$0.05
ASR,044,Hisuian Basculegion,Pkmn › Stage 1,{W},Rare,$0.07
ASR,045,Keldeo,Pkmn › Basic,{W},Rare Holo,$0.20
ASR,046,Radiant Greninja,Pkmn › Basic,{W},Radiant Rare,$6.24
ASR,047,Bergmite,Pkmn › Basic,{W},Common,$0.02
ASR,048,Hisuian Avalugg,Pkmn › Stage 1,{W},Rare,$0.10
ASR,049,Galarian Mr. Rime V,Pkmn › Basic,{W},Holo Rare V,$0.48
ASR,050,Luxray V,Pkmn › Basic,{L},Holo Rare V,$1.01
ASR,051,Regieleki,Pkmn › Basic,{L},Rare,$0.11
ASR,052,Hisuian Typhlosion,Pkmn › Stage 2,{P},Rare Holo,$0.25
ASR,053,Hisuian Typhlosion V,Pkmn › Basic,{P},Holo Rare V,$0.64
ASR,054,Hisuian Typhlosion VSTAR,Pkmn › VSTAR,{P},Holo Rare VSTAR,$1.31
ASR,055,Togepi,Pkmn › Basic,{P},Common,$0.05
ASR,056,Togetic,Pkmn › Stage 1,{P},Uncommon,$0.08
ASR,057,Togekiss,Pkmn › Stage 2,{P},Rare Holo,$0.19
ASR,058,Misdreavus,Pkmn › Basic,{P},Common,$0.02
ASR,059,Mismagius,Pkmn › Stage 1,{P},Rare,$0.07
ASR,060,Ralts,Pkmn › Basic,{P},Common,$0.12
ASR,061,Kirlia,Pkmn › Stage 1,{P},Uncommon,$0.02
ASR,062,Gallade,Pkmn › Stage 2,{P},Rare Holo,$0.49
ASR,063,Drifloon,Pkmn › Basic,{P},Common,$0.05
ASR,064,Drifblim,Pkmn › Stage 1,{P},Uncommon,$0.03
ASR,065,Uxie,Pkmn › Basic,{P},Uncommon,$0.05
ASR,066,Mesprit,Pkmn › Basic,{P},Rare Holo,$0.19
ASR,067,Azelf,Pkmn › Basic,{P},Uncommon,$0.06
ASR,068,Diancie,Pkmn › Basic,{P},Rare Holo,$0.19
ASR,069,Wyrdeer,Pkmn › Stage 1,{P},Rare Holo,$0.28
ASR,070,Hisuian Growlithe,Pkmn › Basic,{F},Common,$0.08
ASR,071,Hisuian Arcanine,Pkmn › Stage 1,{F},Rare,$0.11
ASR,072,Machamp V,Pkmn › Basic,{F},Holo Rare V,$0.86
ASR,073,Machamp VMAX,Pkmn › VMAX,{F},Holo Rare VMAX,$2.71
ASR,074,Sudowoodo,Pkmn › Basic,{F},Common,$0.03
ASR,075,Regirock,Pkmn › Basic,{F},Rare,$0.11
ASR,076,Cranidos,Pkmn › Stage 1,{F},Uncommon,$0.05
ASR,077,Rampardos,Pkmn › Stage 2,{F},Rare Holo,$0.26
ASR,078,Lucario V,Pkmn › Basic,{F},Holo Rare V,$0.48
ASR,079,Hippopotas,Pkmn › Basic,{F},Common,$0.02
ASR,080,Hippowdon,Pkmn › Stage 1,{F},Uncommon,$0.05
ASR,081,Radiant Hawlucha,Pkmn › Basic,{F},Radiant Rare,$0.31
ASR,082,Hisuian Decidueye,Pkmn › Stage 2,{F},Rare Holo,$0.17
ASR,083,Hisuian Decidueye V,Pkmn › Basic,{F},Holo Rare V,$0.56
ASR,084,Hisuian Decidueye VSTAR,Pkmn › VSTAR,{F},Holo Rare VSTAR,$0.93
ASR,085,Kleavor,Pkmn › Stage 1,{F},Rare,$0.10
ASR,086,Kleavor,Pkmn › Stage 1,{F},Rare Holo,$0.21
ASR,087,Kleavor V,Pkmn › Basic,{F},Holo Rare V,$0.55
ASR,088,Hisuian Qwilfish,Pkmn › Basic,{D},Common,$0.04
ASR,089,Hisuian Qwilfish,Pkmn › Basic,{D},Common,$0.04
ASR,090,Hisuian Overqwil,Pkmn › Stage 1,{D},Uncommon,$0.04
ASR,091,Hisuian Overqwil,Pkmn › Stage 1,{D},Rare,$0.06
ASR,092,Hisuian Sneasel,Pkmn › Basic,{D},Common,$0.05
ASR,093,Hisuian Sneasler,Pkmn › Stage 1,{D},Rare Holo,$0.21
ASR,094,Hisuian Sneasler V,Pkmn › Basic,{D},Holo Rare V,$0.57
ASR,095,Poochyena,Pkmn › Basic,{D},Common,$0.05
ASR,096,Mightyena,Pkmn › Stage 1,{D},Rare,$0.09
ASR,097,Absol,Pkmn › Basic,{D},Rare Holo,$0.20
ASR,098,Darkrai V,Pkmn › Basic,{D},Holo Rare V,$1.04
ASR,099,Darkrai VSTAR,Pkmn › VSTAR,{D},Holo Rare VSTAR,$1.47
ASR,100,Hisuian Samurott,Pkmn › Stage 2,{D},Rare Holo,$0.19
ASR,101,Hisuian Samurott V,Pkmn › Basic,{D},Holo Rare V,$0.65
ASR,102,Hisuian Samurott VSTAR,Pkmn › VSTAR,{D},Holo Rare VSTAR,$1.31
ASR,103,Nickit,Pkmn › Basic,{D},Common,$0.03
ASR,104,Thievul,Pkmn › Stage 1,{D},Rare,$0.05
ASR,105,Magnemite,Pkmn › Basic,{M},Common,$0.05
ASR,106,Magneton,Pkmn › Stage 1,{M},Uncommon,$0.04
ASR,107,Magnezone,Pkmn › Stage 2,{M},Rare Holo,$0.41
ASR,108,Registeel,Pkmn › Basic,{M},Rare,$0.13
ASR,109,Shieldon,Pkmn › Stage 1,{M},Uncommon,$0.06
ASR,110,Bastiodon,Pkmn › Stage 2,{M},Rare Holo,$0.18
ASR,111,Bronzor,Pkmn › Basic,{M},Common,$0.03
ASR,112,Bronzong,Pkmn › Stage 1,{M},Uncommon,$0.04
ASR,113,Origin Forme Dialga V,Pkmn › Basic,{M},Holo Rare V,$2.02
ASR,114,Origin Forme Dialga VSTAR,Pkmn › VSTAR,{M},Holo Rare VSTAR,$6.09
ASR,115,Pawniard,Pkmn › Basic,{M},Common,$0.02
ASR,116,Bisharp,Pkmn › Stage 1,{M},Uncommon,$0.04
ASR,117,Garchomp V,Pkmn › Basic,{N},Holo Rare V,$0.59
ASR,118,Regidrago,Pkmn › Basic,{N},Rare,$0.12
ASR,119,Eevee,Pkmn › Basic,{C},Common,$0.07
ASR,120,Hoothoot,Pkmn › Basic,{C},Common,$0.04
ASR,121,Noctowl,Pkmn › Stage 1,{C},Uncommon,$0.04
ASR,122,Teddiursa,Pkmn › Basic,{C},Common,$0.06
ASR,123,Ursaring,Pkmn › Stage 1,{C},Uncommon,$0.05
ASR,124,Ursaluna,Pkmn › Stage 2,{C},Rare,$0.14
ASR,125,Stantler,Pkmn › Basic,{C},Common,$0.05
ASR,126,Miltank,Pkmn › Basic,{C},Rare Holo,$0.21
ASR,127,Glameow,Pkmn › Basic,{C},Common,$0.03
ASR,128,Purugly,Pkmn › Stage 1,{C},Uncommon,$0.03
ASR,129,Chatot,Pkmn › Basic,{C},Common,$0.02
ASR,130,Regigigas,Pkmn › Basic,{C},Rare Holo,$0.26
ASR,131,Rufflet,Pkmn › Basic,{C},Common,$0.05
ASR,132,Hisuian Braviary,Pkmn › Stage 1,{C},Rare,$0.10
ASR,133,Oranguru V,Pkmn › Basic,{C},Holo Rare V,$0.49
ASR,134,Wyrdeer V,Pkmn › Basic,{C},Holo Rare V,$0.69
ASR,135,Adaman,Trainer › Supporter,,Rare Holo,$0.23
ASR,136,Canceling Cologne,Trainer › Item,,Uncommon,$0.17
ASR,137,Choy,Trainer › Supporter,,Uncommon,$0.03
ASR,138,Cyllene,Trainer › Supporter,,Uncommon,$0.09
ASR,139,Dark Patch,Trainer › Item,,Uncommon,$0.23
ASR,140,Energy Loto,Trainer › Item,,Uncommon,$0.08
ASR,141,Feather Ball,Trainer › Item,,Uncommon,$0.08
ASR,142,Gapejaw Bog,Trainer › Stadium,,Uncommon,$0.07
ASR,143,Gardenia’s Vigor,Trainer › Supporter,,Uncommon,$0.09
ASR,144,Grant,Trainer › Supporter,,Uncommon,$0.07
ASR,145,Gutsy Pickaxe,Trainer › Item,,Uncommon,$0.08
ASR,146,Hisuian Heavy Ball,Trainer › Item,,Uncommon,$0.18
ASR,147,Irida,Trainer › Supporter,,Rare Holo,$2.40
ASR,148,Jubilife Village,Trainer › Stadium,,Uncommon,$0.04
ASR,149,Kamado,Trainer › Supporter,,Uncommon,$0.05
ASR,150,Roxanne,Trainer › Supporter,,Uncommon,$0.09
ASR,151,Spicy Seasoned Curry,Trainer › Item,,Uncommon,$0.06
ASR,152,Supereffective Glasses,Trainer › Tool,,Uncommon,$0.08
ASR,153,Sweet Honey,Trainer › Item,,Uncommon,$0.05
ASR,154,Switch Cart,Trainer › Item,,Uncommon,$2.56
ASR,155,Temple of Sinnoh,Trainer › Stadium,,Uncommon,$0.18
ASR,156,Trekking Shoes,Trainer › Item,,Uncommon,$0.09
ASR,157,Unidentified Fossil,Trainer › Item,,Uncommon,$0.03
ASR,158,Wait and See Turbo,Trainer › Item,,Uncommon,$0.06
ASR,159,Zisu,Trainer › Supporter,,Uncommon,$0.19
ASR,160,Beedrill V,Pkmn › Basic,{G},Ultra Rare,$2.16
ASR,161,Beedrill V,Pkmn › Basic,{G},Ultra Rare,$23.64
ASR,162,Hisuian Lilligant V,Pkmn › Basic,{G},Ultra Rare,$1.84
ASR,163,Hisuian Lilligant V,Pkmn › Basic,{G},Ultra Rare,$10.19
ASR,164,Virizion V,Pkmn › Basic,{G},Ultra Rare,$1.62
ASR,165,Heatran V,Pkmn › Basic,{R},Ultra Rare,$1.60
ASR,166,Starmie V,Pkmn › Basic,{W},Ultra Rare,$1.65
ASR,167,Origin Forme Palkia V,Pkmn › Basic,{W},Ultra Rare,$34.40
ASR,168,Luxray V,Pkmn › Basic,{L},Ultra Rare,$3.02
ASR,169,Hisuian Typhlosion V,Pkmn › Basic,{P},Ultra Rare,$2.35
ASR,170,Jirachi V,Pkmn › Basic,{P},Ultra Rare,$4.20
ASR,171,Machamp V,Pkmn › Basic,{F},Ultra Rare,$6.63
ASR,172,Machamp V,Pkmn › Basic,{F},Ultra Rare,$87.38
ASR,173,Hisuian Decidueye V,Pkmn › Basic,{F},Ultra Rare,$1.37
ASR,174,Hisuian Sneasler V,Pkmn › Basic,{D},Ultra Rare,$3.27
ASR,175,Hisuian Sneasler V,Pkmn › Basic,{D},Ultra Rare,$20.05
ASR,176,Hisuian Samurott V,Pkmn › Basic,{D},Ultra Rare,$1.79
ASR,177,Origin Forme Dialga V,Pkmn › Basic,{M},Ultra Rare,$28.29
ASR,178,Garchomp V,Pkmn › Basic,{N},Ultra Rare,$3.39
ASR,179,Oranguru V,Pkmn › Basic,{C},Ultra Rare,$1.14
ASR,180,Wyrdeer V,Pkmn › Basic,{C},Ultra Rare,$2.15
ASR,181,Adaman,Trainer › Supporter,,Ultra Rare,$3.28
ASR,182,Choy,Trainer › Supporter,,Ultra Rare,$1.12
ASR,183,Cyllene,Trainer › Supporter,,Ultra Rare,$4.38
ASR,184,Gardenia’s Vigor,Trainer › Supporter,,Ultra Rare,$8.19
ASR,185,Grant,Trainer › Supporter,,Ultra Rare,$1.42
ASR,186,Irida,Trainer › Supporter,,Ultra Rare,$21.05
ASR,187,Kamado,Trainer › Supporter,,Ultra Rare,$1.14
ASR,188,Roxanne,Trainer › Supporter,,Ultra Rare,$8.92
ASR,189,Zisu,Trainer › Supporter,,Ultra Rare,$1.23
ASR,190,Hisuian Lilligant VSTAR,Pkmn › VSTAR,{G},Rainbow Rare,$7.25
ASR,191,Heatran VMAX,Pkmn › VMAX,{R},Rainbow Rare,$7.17
ASR,192,Origin Forme Palkia VSTAR,Pkmn › VSTAR,{W},Rainbow Rare,$10.16
ASR,193,Hisuian Typhlosion VSTAR,Pkmn › VSTAR,{P},Rainbow Rare,$8.50
ASR,194,Machamp VMAX,Pkmn › VMAX,{F},Rainbow Rare,$8.28
ASR,195,Hisuian Decidueye VSTAR,Pkmn › VSTAR,{F},Rainbow Rare,$6.52
ASR,196,Kleavor VSTAR,Pkmn › VSTAR,{F},Rainbow Rare,$6.86
ASR,197,Hisuian Samurott VSTAR,Pkmn › VSTAR,{D},Rainbow Rare,$6.65
ASR,198,Origin Forme Dialga VSTAR,Pkmn › VSTAR,{M},Rainbow Rare,$9.68
ASR,199,Adaman,Trainer › Supporter,,Rainbow Rare,$3.63
ASR,200,Choy,Trainer › Supporter,,Rainbow Rare,$3.15
ASR,201,Cyllene,Trainer › Supporter,,Rainbow Rare,$4.07
ASR,202,Gardenia’s Vigor,Trainer › Supporter,,Rainbow Rare,$5.08
ASR,203,Grant,Trainer › Supporter,,Rainbow Rare,$2.70
ASR,204,Irida,Trainer › Supporter,,Rainbow Rare,$13.78
ASR,205,Kamado,Trainer › Supporter,,Rainbow Rare,$3.82
ASR,206,Roxanne,Trainer › Supporter,,Rainbow Rare,$6.58
ASR,207,Zisu,Trainer › Supporter,,Rainbow Rare,$4.41
ASR,208,Origin Forme Palkia VSTAR,Pkmn › VSTAR,{W},Rare Secret,$9.03
ASR,209,Hisuian Samurott VSTAR,Pkmn › VSTAR,{D},Rare Secret,$5.45
ASR,210,Origin Forme Dialga VSTAR,Pkmn › VSTAR,{M},Rare Secret,$8.65
ASR,211,Choice Belt,Trainer › Tool,,Rare Secret,$4.38
ASR,212,Jubilife Village,Trainer › Stadium,,Rare Secret,$3.38
ASR,213,Path to the Peak,Trainer › Stadium,,Rare Secret,$8.71
ASR,214,Temple of Sinnoh,Trainer › Stadium,,Rare Secret,$10.11
ASR,215,Trekking Shoes,Trainer › Item,,Rare Secret,$13.62
ASR,216,Double Turbo Energy,Energy › Special,,Rare Secret,$20.77
ASR,TG01,Abomasnow,Pkmn › Stage 1,{G},Trainer Gallery Holo Rare,$0.60
ASR,TG02,Flapple,Pkmn › Stage 1,{G},Trainer Gallery Holo Rare,$0.66
ASR,TG03,Kingdra,Pkmn › Stage 2,{W},Trainer Gallery Holo Rare,$1.39
ASR,TG04,Frosmoth,Pkmn › Stage 1,{W},Trainer Gallery Holo Rare,$0.70
ASR,TG05,Gardevoir,Pkmn › Stage 2,{P},Trainer Gallery Holo Rare,$1.76
ASR,TG06,Wyrdeer,Pkmn › Stage 1,{P},Trainer Gallery Holo Rare,$0.69
ASR,TG07,Falinks,Pkmn › Basic,{F},Trainer Gallery Holo Rare,$0.69
ASR,TG08,Kleavor,Pkmn › Stage 1,{F},Trainer Gallery Holo Rare,$0.71
ASR,TG09,Mightyena,Pkmn › Stage 1,{D},Trainer Gallery Holo Rare,$0.70
ASR,TG10,Galarian Obstagoon,Pkmn › Stage 2,{D},Trainer Gallery Holo Rare,$0.53
ASR,TG11,Bronzong,Pkmn › Stage 1,{M},Trainer Gallery Holo Rare,$0.72
ASR,TG12,Hoothoot,Pkmn › Basic,{C},Trainer Gallery Holo Rare,$0.72
ASR,TG13,Starmie V,Pkmn › Basic,{W},Trainer Gallery Holo Rare V,$39.75
ASR,TG14,Ice Rider Calyrex V,Pkmn › Basic,{W},Trainer Gallery Holo Rare V,$3.31
ASR,TG15,Ice Rider Calyrex VMAX,Pkmn › VMAX,{W},Trainer Gallery Holo Rare V,$3.63
ASR,TG16,Galarian Articuno V,Pkmn › Basic,{P},Trainer Gallery Holo Rare V,$4.30
ASR,TG17,Shadow Rider Calyrex V,Pkmn › Basic,{P},Trainer Gallery Holo Rare V,$3.67
ASR,TG18,Shadow Rider Calyrex VMAX,Pkmn › VMAX,{P},Trainer Gallery Holo Rare V,$4.09
ASR,TG19,Galarian Zapdos V,Pkmn › Basic,{F},Trainer Gallery Holo Rare V,$3.73
ASR,TG20,Galarian Moltres V,Pkmn › Basic,{D},Trainer Gallery Holo Rare V,$8.18
ASR,TG21,Zacian V,Pkmn › Basic,{M},Trainer Gallery Holo Rare V,$5.55
ASR,TG22,Zamazenta V,Pkmn › Basic,{M},Trainer Gallery Holo Rare V,$3.00
ASR,TG23,Garchomp V,Pkmn › Basic,{N},Trainer Gallery Holo Rare V,$19.78
ASR,TG24,Allister,Trainer › Supporter,,Trainer Gallery Ultra Rare,$2.39
ASR,TG25,Bea,Trainer › Supporter,,Trainer Gallery Ultra Rare,$4.26
ASR,TG26,Melony,Trainer › Supporter,,Trainer Gallery Ultra Rare,$2.47
ASR,TG27,Milo,Trainer › Supporter,,Trainer Gallery Ultra Rare,$1.21
ASR,TG28,Piers,Trainer › Supporter,,Trainer Gallery Ultra Rare,$1.78
ASR,TG29,Ice Rider Calyrex VMAX,Pkmn › VMAX,{W},Trainer Gallery Secret Rare,$1.90
ASR,TG30,Shadow Rider Calyrex VMAX,Pkmn › VMAX,{P},Trainer Gallery Secret Rare,$2.0
