Set,No.,Name,Stage,Type,Rarity,Sale Status
PAF,080,Iono,Trainer › Supporter,,Uncommon,sold out
PAF,081,Moonlit Hill,Trainer › Stadium,,Uncommon,sold out
PAF,082,Nemona,Trainer › Supporter,,Common,sold out
PAF,083,Nemona’s Backpack,Trainer › Item,,Uncommon,sold out
PAF,084,Nest Ball,Trainer › Item,,Uncommon,sold out
PAF,085,Paldean Student,Trainer › Supporter,,Common,sold out
PAF,086,Paldean Student,Trainer › Supporter,,Common,sold out
PAF,087,Professor’s Research,Trainer › Supporter,,Rare,sold out
PAF,088,Professor’s Research,Trainer › Supporter,,Rare,sold out
PAF,089,Rare Candy,Trainer › Item,,Common,sold out
PAF,090,Technical Machine: Crisis Punch,Trainer › Tool,,Uncommon,sold out
PAF,091,Ultra Ball,Trainer › Item,,Uncommon,sold out
PAF,092,Oddish,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,093,Gloom,Pkmn › Stage 1,{G},Shiny Rare,sold out
PAF,094,Vileplume,Pkmn › Stage 2,{G},Shiny Rare,sold out
PAF,095,Scyther,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,096,Hoppip,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,097,Skiploom,Pkmn › Stage 1,{G},Shiny Rare,sold out
PAF,098,Jumpluff,Pkmn › Stage 2,{G},Shiny Rare,sold out
PAF,099,Pineco,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,100,Snover,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,101,Abomasnow,Pkmn › Stage 1,{G},Shiny Rare,sold out
PAF,102,Smoliv,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,103,Dolliv,Pkmn › Stage 1,{G},Shiny Rare,sold out
PAF,104,Arboliva,Pkmn › Stage 2,{G},Shiny Rare,sold out
PAF,105,Toedscool,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,106,Capsakid,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,107,Scovillain,Pkmn › Stage 1,{G},Shiny Rare,sold out
PAF,108,Rellor,Pkmn › Basic,{G},Shiny Rare,sold out
PAF,109,Charmander,Pkmn › Basic,{R},Shiny Rare,sold out
PAF,110,Charmeleon,Pkmn › Stage 1,{R},Shiny Rare,sold out
PAF,111,Paldean Tauros,Pkmn › Basic,{R},Shiny Rare,sold out
PAF,112,Entei,Pkmn › Basic,{R},Shiny Rare,sold out
PAF,113,Oricorio,Pkmn › Basic,{R},Shiny Rare,sold out
PAF,114,Charcadet,Pkmn › Basic,{R},Shiny Rare,sold out
PAF,115,Armarouge,Pkmn › Stage 1,{R},Shiny Rare,sold out
PAF,116,Slowpoke,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,117,Slowbro,Pkmn › Stage 1,{W},Shiny Rare,sold out
PAF,118,Staryu,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,119,Starmie,Pkmn › Stage 1,{W},Shiny Rare,sold out
PAF,120,Paldean Tauros,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,121,Wiglett,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,122,Wugtrio,Pkmn › Stage 1,{W},Shiny Rare,sold out
PAF,123,Finizen,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,124,Palafin,Pkmn › Stage 1,{W},Shiny Rare,sold out
PAF,125,Veluza,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,126,Dondozo,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,127,Tatsugiri,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,128,Frigibax,Pkmn › Basic,{W},Shiny Rare,sold out
PAF,129,Arctibax,Pkmn › Stage 1,{W},Shiny Rare,sold out
PAF,130,Baxcalibur,Pkmn › Stage 2,{W},Shiny Rare,sold out
PAF,131,Pikachu,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,132,Raichu,Pkmn › Stage 1,{L},Shiny Rare,sold out
PAF,133,Voltorb,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,134,Electrode,Pkmn › Stage 1,{L},Shiny Rare,sold out
PAF,135,Shinx,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,136,Luxio,Pkmn › Stage 1,{L},Shiny Rare,sold out
PAF,137,Luxray,Pkmn › Stage 2,{L},Shiny Rare,sold out
PAF,138,Pachirisu,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,139,Thundurus,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,140,Toxel,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,141,Toxtricity,Pkmn › Stage 1,{L},Shiny Rare,sold out
PAF,142,Pawmi,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,143,Pawmo,Pkmn › Stage 1,{L},Shiny Rare,sold out
PAF,144,Pawmot,Pkmn › Stage 2,{L},Shiny Rare,sold out
PAF,145,Wattrel,Pkmn › Basic,{L},Shiny Rare,sold out
PAF,146,Kilowattrel,Pkmn › Stage 1,{L},Shiny Rare,sold out
PAF,147,Wigglytuff,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,148,Abra,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,149,Kadabra,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,150,Cleffa,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,151,Natu,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,152,Xatu,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,153,Ralts,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,154,Kirlia,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,155,Drifloon,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,156,Drifblim,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,157,Mime Jr.,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,158,Spiritomb,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,159,Klefki,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,160,Mimikyu,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,161,Dachsbun,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,162,Ceruledge,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,163,Rabsca,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,164,Flittle,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,165,Tinkatink,Pkmn › Basic,{P},Shiny Rare,sold out
PAF,166,Tinkatuff,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,167,Tinkaton,Pkmn › Stage 2,{P},Shiny Rare,sold out
PAF,168,Houndstone,Pkmn › Stage 1,{P},Shiny Rare,sold out
PAF,169,Mankey,Pkmn › Basic,{F},Shiny Rare,sold out
PAF,170,Primeape,Pkmn › Stage 1,{F},Shiny Rare,sold out
PAF,171,Annihilape,Pkmn › Stage 2,{F},Shiny Rare,sold out
PAF,172,Paldean Tauros,Pkmn › Basic,{F},Shiny Rare,sold out
PAF,173,Riolu,Pkmn › Basic,{F},Shiny Rare,sold out
PAF,174,Lucario,Pkmn › Stage 1,{F},Shiny Rare,sold out
PAF,175,Hawlucha,Pkmn › Basic,{F},Shiny Rare,sold out
PAF,176,Nacli,Pkmn › Basic,{F},Shiny Rare,sold out
PAF,177,Naclstack,Pkmn › Stage 1,{F},Shiny Rare,sold out
PAF,178,Garganacl,Pkmn › Stage 2,{F},Shiny Rare,sold out
PAF,179,Glimmet,Pkmn › Basic,{F},Shiny Rare,sold out
PAF,180,Paldean Wooper,Pkmn › Basic,{D},Shiny Rare,sold out
PAF,181,Murkrow,Pkmn › Basic,{D},Shiny Rare,sold out
PAF,182,Sneasel,Pkmn › Basic,{D},Shiny Rare,sold out
PAF,183,Weavile,Pkmn › Stage 1,{D},Shiny Rare,sold out
PAF,184,Sableye,Pkmn › Basic,{D},Shiny Rare,sold out
PAF,185,Pawniard,Pkmn › Basic,{D},Shiny Rare,sold out
PAF,186,Bisharp,Pkmn › Stage 1,{D},Shiny Rare,sold out
PAF,187,Kingambit,Pkmn › Stage 2,{D},Shiny Rare,sold out
PAF,188,Mabosstiff,Pkmn › Stage 1,{D},Shiny Rare,sold out
PAF,189,Shroodle,Pkmn › Basic,{D},Shiny Rare,sold out
PAF,190,Grafaiai,Pkmn › Stage 1,{D},Shiny Rare,sold out
PAF,191,Scizor,Pkmn › Stage 1,{M},Shiny Rare,sold out
PAF,192,Varoom,Pkmn › Basic,{M},Shiny Rare,sold out
PAF,193,Revavroom,Pkmn › Stage 1,{M},Shiny Rare,sold out
PAF,194,Noibat,Pkmn › Basic,{N},Shiny Rare,sold out
PAF,195,Cyclizar,Pkmn › Basic,{N},Shiny Rare,sold out
PAF,196,Pidgey,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,197,Pidgeotto,Pkmn › Stage 1,{C},Shiny Rare,sold out
PAF,198,Jigglypuff,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,199,Doduo,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,200,Dodrio,Pkmn › Stage 1,{C},Shiny Rare,sold out
PAF,201,Ditto,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,202,Snorlax,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,203,Wingull,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,204,Pelipper,Pkmn › Stage 1,{C},Shiny Rare,sold out
PAF,205,Skwovet,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,206,Greedent,Pkmn › Stage 1,{C},Shiny Rare,sold out
PAF,207,Lechonk,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,208,Oinkologne,Pkmn › Stage 1,{C},Shiny Rare,sold out
PAF,209,Tandemaus,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,210,Maushold,Pkmn › Stage 1,{C},Shiny Rare,sold out
PAF,211,Flamigo,Pkmn › Basic,{C},Shiny Rare,sold out
PAF,212,Forretress ex,Pkmn › Stage 1,{G},Shiny Ultra Rare,sold out
PAF,213,Toedscruel ex,Pkmn › Stage 1,{G},Shiny Ultra Rare,sold out
PAF,214,Espathra ex,Pkmn › Stage 1,{G},Shiny Ultra Rare,sold out
PAF,215,Alakazam ex,Pkmn › Stage 2,{P},Shiny Ultra Rare,sold out
PAF,216,Mew ex,Pkmn › Basic,{P},Shiny Ultra Rare,sold out
PAF,217,Gardevoir ex,Pkmn › Stage 2,{P},Shiny Ultra Rare,sold out
PAF,218,Glimmora ex,Pkmn › Stage 1,{F},Shiny Ultra Rare,sold out
PAF,219,Paldean Clodsire ex,Pkmn › Stage 1,{D},Shiny Ultra Rare,sold out
PAF,220,Noivern ex,Pkmn › Stage 1,{N},Shiny Ultra Rare,sold out
PAF,221,Pidgeot ex,Pkmn › Stage 2,{C},Shiny Ultra Rare,sold out
PAF,222,Wigglytuff ex,Pkmn › Stage 1,{C},Shiny Ultra Rare,sold out
PAF,223,Squawkabilly ex,Pkmn › Basic,{C},Shiny Ultra Rare,sold out
PAF,224,Wugtrio,Pkmn › Stage 1,{W},Illustration Rare,sold out
PAF,225,Palafin,Pkmn › Stage 1,{W},Illustration Rare,sold out
PAF,226,Pawmi,Pkmn › Basic,{L},Illustration Rare,sold out
PAF,227,Clive,Trainer › Supporter,,Ultra Rare,sold out
PAF,228,Judge,Trainer › Supporter,,Ultra Rare,sold out
PAF,229,Nemona,Trainer › Supporter,,Ultra Rare,sold out
PAF,230,Paldean Student,Trainer › Supporter,,Ultra Rare,sold out
PAF,231,Paldean Student,Trainer › Supporter,,Ultra Rare,sold out
PAF,232,Mew ex,Pkmn › Basic,{P},Special Illustration Rare,sold out
PAF,233,Gardevoir ex,Pkmn › Stage 2,{P},Special Illustration Rare,sold out
PAF,234,Charizard ex,Pkmn › Stage 2,{D},Special Illustration Rare,sold out
PAF,235,Arven,Trainer › Supporter,,Special Illustration Rare,sold out
PAF,236,Clive,Trainer › Supporter,,Special Illustration Rare,sold out
PAF,237,Iono,Trainer › Supporter,,Special Illustration Rare,sold out
PAF,238,Nemona,Trainer › Supporter,,Special Illustration Rare,sold out
PAF,239,Penny,Trainer › Supporter,,Special Illustration Rare,sold out
PAF,240,Wo-Chien ex,Pkmn › Basic,{G},Hyper Rare,sold out
PAF,241,Chi-Yu ex,Pkmn › Basic,{R},Hyper Rare,sold out
PAF,242,Chien-Pao ex,Pkmn › Basic,{W},Hyper Rare,sold out
PAF,243,Miraidon ex,Pkmn › Basic,{L},Hyper Rare,sold out
PAF,244,Ting-Lu ex,Pkmn › Basic,{F},Hyper Rare,sold out
PAF,245,Koraidon ex,Pkmn › Basic,{F},Hyper Rare,sold ou
